Tonnes Co2e,country_full,country,sector,subsector,start,end
12862,Suriname,SUR,agriculture,manure management,2020-01-01,2021-01-01
471828,Suriname,SUR,agriculture,rice cultivation,2020-01-01,2021-01-01
0,Suriname,SUR,buildings,cooking,2020-01-01,2021-01-01
0,Suriname,SUR,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
391663,Suriname,SUR,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Suriname,SUR,extraction,bauxite mining,2020-01-01,2021-01-01
,Suriname,SUR,extraction,coal mining,2020-01-01,2021-01-01
0,Suriname,SUR,extraction,copper mining,2020-01-01,2021-01-01
0,Suriname,SUR,extraction,iron mining,2020-01-01,2021-01-01
45,Suriname,SUR,extraction,rock quarry,2020-01-01,2021-01-01
57,Suriname,SUR,extraction,sand quarry,2020-01-01,2021-01-01
,Suriname,SUR,manufacturing,aluminum,2020-01-01,2021-01-01
,Suriname,SUR,manufacturing,cement production,2020-01-01,2021-01-01
,Suriname,SUR,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Suriname,SUR,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Suriname,SUR,manufacturing,glass production,2020-01-01,2021-01-01
,Suriname,SUR,manufacturing,lime production,2020-01-01,2021-01-01
,Suriname,SUR,manufacturing,nitric acid production,2020-01-01,2021-01-01
124336,Suriname,SUR,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,Suriname,SUR,manufacturing,petrochemicals,2020-01-01,2021-01-01
0,Suriname,SUR,manufacturing,pulp paper,2020-01-01,2021-01-01
,Suriname,SUR,manufacturing,steel,2020-01-01,2021-01-01
0,Suriname,SUR,maritime,shipping,2020-01-01,2021-01-01
,Suriname,SUR,oil and gas,oil and gas production,2020-01-01,2021-01-01
389669,Suriname,SUR,oil and gas,oil refining,2020-01-01,2021-01-01
0,Suriname,SUR,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
851000,Suriname,SUR,power,electricity generation,2020-01-01,2021-01-01
0,Suriname,SUR,power,other energy use,2020-01-01,2021-01-01
84823,Suriname,SUR,transport,aviation,2020-01-01,2021-01-01
235267,Suriname,SUR,transport,other transportation,2020-01-01,2021-01-01
0,Suriname,SUR,transport,railways,2020-01-01,2021-01-01
398828,Suriname,SUR,transport,roads,2020-01-01,2021-01-01
0,Suriname,SUR,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
476197,Suriname,SUR,waste,open burning waste,2020-01-01,2021-01-01
187320,Suriname,SUR,waste,solid waste disposal,2020-01-01,2021-01-01
97440,Suriname,SUR,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
14165,Slovakia,SVK,agriculture,cropland fires,2020-01-01,2021-01-01
951493,Slovakia,SVK,agriculture,enteric fermentation,2020-01-01,2021-01-01
923607,Slovakia,SVK,agriculture,managed soils,2020-01-01,2021-01-01
300332,Slovakia,SVK,agriculture,manure management,2020-01-01,2021-01-01
0,Slovakia,SVK,agriculture,rice cultivation,2020-01-01,2021-01-01
0,Slovakia,SVK,buildings,cooking,2020-01-01,2021-01-01
702771,Slovakia,SVK,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
4716648,Slovakia,SVK,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Slovakia,SVK,extraction,bauxite mining,2020-01-01,2021-01-01
,Slovakia,SVK,extraction,coal mining,2020-01-01,2021-01-01
0,Slovakia,SVK,extraction,copper mining,2020-01-01,2021-01-01
0,Slovakia,SVK,extraction,iron mining,2020-01-01,2021-01-01
17017,Slovakia,SVK,extraction,rock quarry,2020-01-01,2021-01-01
3240,Slovakia,SVK,extraction,sand quarry,2020-01-01,2021-01-01
231313,Slovakia,SVK,manufacturing,aluminum,2020-01-01,2021-01-01
1721571,Slovakia,SVK,manufacturing,cement production,2020-01-01,2021-01-01
,Slovakia,SVK,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Slovakia,SVK,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Slovakia,SVK,manufacturing,glass production,2020-01-01,2021-01-01
,Slovakia,SVK,manufacturing,lime production,2020-01-01,2021-01-01
,Slovakia,SVK,manufacturing,nitric acid production,2020-01-01,2021-01-01
923922,Slovakia,SVK,manufacturing,other manufacturing,2020-01-01,2021-01-01
973273,Slovakia,SVK,manufacturing,petrochemicals,2020-01-01,2021-01-01
394160,Slovakia,SVK,manufacturing,pulp paper,2020-01-01,2021-01-01
6601041,Slovakia,SVK,manufacturing,steel,2020-01-01,2021-01-01
0,Slovakia,SVK,maritime,shipping,2020-01-01,2021-01-01
,Slovakia,SVK,oil and gas,oil and gas production,2020-01-01,2021-01-01
2810646,Slovakia,SVK,oil and gas,oil refining,2020-01-01,2021-01-01
753040,Slovakia,SVK,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
6655000,Slovakia,SVK,power,electricity generation,2020-01-01,2021-01-01
900264,Slovakia,SVK,power,other energy use,2020-01-01,2021-01-01
54858,Slovakia,SVK,transport,aviation,2020-01-01,2021-01-01
432211,Slovakia,SVK,transport,other transportation,2020-01-01,2021-01-01
0,Slovakia,SVK,transport,railways,2020-01-01,2021-01-01
7276457,Slovakia,SVK,transport,roads,2020-01-01,2021-01-01
16968,Slovakia,SVK,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
0,Slovakia,SVK,waste,open burning waste,2020-01-01,2021-01-01
1954400,Slovakia,SVK,waste,solid waste disposal,2020-01-01,2021-01-01
1425200,Slovakia,SVK,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
721,Slovenia,SVN,agriculture,cropland fires,2020-01-01,2021-01-01
988022,Slovenia,SVN,agriculture,enteric fermentation,2020-01-01,2021-01-01
469508,Slovenia,SVN,agriculture,managed soils,2020-01-01,2021-01-01
257894,Slovenia,SVN,agriculture,manure management,2020-01-01,2021-01-01
0,Slovenia,SVN,agriculture,rice cultivation,2020-01-01,2021-01-01
51401,Slovenia,SVN,buildings,cooking,2020-01-01,2021-01-01
293234,Slovenia,SVN,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
1373254,Slovenia,SVN,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Slovenia,SVN,extraction,bauxite mining,2020-01-01,2021-01-01
,Slovenia,SVN,extraction,coal mining,2020-01-01,2021-01-01
0,Slovenia,SVN,extraction,copper mining,2020-01-01,2021-01-01
0,Slovenia,SVN,extraction,iron mining,2020-01-01,2021-01-01
4030,Slovenia,SVN,extraction,rock quarry,2020-01-01,2021-01-01
512,Slovenia,SVN,extraction,sand quarry,2020-01-01,2021-01-01
99134,Slovenia,SVN,manufacturing,aluminum,2020-01-01,2021-01-01
467789,Slovenia,SVN,manufacturing,cement production,2020-01-01,2021-01-01
,Slovenia,SVN,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Slovenia,SVN,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Slovenia,SVN,manufacturing,glass production,2020-01-01,2021-01-01
,Slovenia,SVN,manufacturing,lime production,2020-01-01,2021-01-01
,Slovenia,SVN,manufacturing,nitric acid production,2020-01-01,2021-01-01
3252034,Slovenia,SVN,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,Slovenia,SVN,manufacturing,petrochemicals,2020-01-01,2021-01-01
120098,Slovenia,SVN,manufacturing,pulp paper,2020-01-01,2021-01-01
158588,Slovenia,SVN,manufacturing,steel,2020-01-01,2021-01-01
0,Slovenia,SVN,maritime,shipping,2020-01-01,2021-01-01
,Slovenia,SVN,oil and gas,oil and gas production,2020-01-01,2021-01-01
0,Slovenia,SVN,oil and gas,oil refining,2020-01-01,2021-01-01
840000,Slovenia,SVN,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
4097000,Slovenia,SVN,power,electricity generation,2020-01-01,2021-01-01
666200,Slovenia,SVN,power,other energy use,2020-01-01,2021-01-01
23544,Slovenia,SVN,transport,aviation,2020-01-01,2021-01-01
0,Slovenia,SVN,transport,other transportation,2020-01-01,2021-01-01
29245,Slovenia,SVN,transport,railways,2020-01-01,2021-01-01
5127429,Slovenia,SVN,transport,roads,2020-01-01,2021-01-01
11928,Slovenia,SVN,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
9060,Slovenia,SVN,waste,open burning waste,2020-01-01,2021-01-01
277760,Slovenia,SVN,waste,solid waste disposal,2020-01-01,2021-01-01
248640,Slovenia,SVN,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
4534,Sweden,SWE,agriculture,cropland fires,2020-01-01,2021-01-01
2895382,Sweden,SWE,agriculture,enteric fermentation,2020-01-01,2021-01-01
7730953,Sweden,SWE,agriculture,managed soils,2020-01-01,2021-01-01
911917,Sweden,SWE,agriculture,manure management,2020-01-01,2021-01-01
0,Sweden,SWE,agriculture,rice cultivation,2020-01-01,2021-01-01
0,Sweden,SWE,buildings,cooking,2020-01-01,2021-01-01
1034901,Sweden,SWE,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
1886536,Sweden,SWE,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Sweden,SWE,extraction,bauxite mining,2020-01-01,2021-01-01
,Sweden,SWE,extraction,coal mining,2020-01-01,2021-01-01
81927,Sweden,SWE,extraction,copper mining,2020-01-01,2021-01-01
261800,Sweden,SWE,extraction,iron mining,2020-01-01,2021-01-01
74670,Sweden,SWE,extraction,rock quarry,2020-01-01,2021-01-01
3609,Sweden,SWE,extraction,sand quarry,2020-01-01,2021-01-01
178441,Sweden,SWE,manufacturing,aluminum,2020-01-01,2021-01-01
1151815,Sweden,SWE,manufacturing,cement production,2020-01-01,2021-01-01
,Sweden,SWE,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Sweden,SWE,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Sweden,SWE,manufacturing,glass production,2020-01-01,2021-01-01
,Sweden,SWE,manufacturing,lime production,2020-01-01,2021-01-01
,Sweden,SWE,manufacturing,nitric acid production,2020-01-01,2021-01-01
1663232,Sweden,SWE,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,Sweden,SWE,manufacturing,petrochemicals,2020-01-01,2021-01-01
4177734,Sweden,SWE,manufacturing,pulp paper,2020-01-01,2021-01-01
5429238,Sweden,SWE,manufacturing,steel,2020-01-01,2021-01-01
3751567,Sweden,SWE,maritime,shipping,2020-01-01,2021-01-01
0,Sweden,SWE,oil and gas,oil and gas production,2020-01-01,2021-01-01
4561843,Sweden,SWE,oil and gas,oil refining,2020-01-01,2021-01-01
601160,Sweden,SWE,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
4861000,Sweden,SWE,power,electricity generation,2020-01-01,2021-01-01
3360800,Sweden,SWE,power,other energy use,2020-01-01,2021-01-01
1307596,Sweden,SWE,transport,aviation,2020-01-01,2021-01-01
0,Sweden,SWE,transport,other transportation,2020-01-01,2021-01-01
5729,Sweden,SWE,transport,railways,2020-01-01,2021-01-01
17381536,Sweden,SWE,transport,roads,2020-01-01,2021-01-01
13776,Sweden,SWE,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
164000,Sweden,SWE,waste,open burning waste,2020-01-01,2021-01-01
949200,Sweden,SWE,waste,solid waste disposal,2020-01-01,2021-01-01
6776000,Sweden,SWE,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
122715,Eswatini,SWZ,agriculture,cropland fires,2020-01-01,2021-01-01
644860,Eswatini,SWZ,agriculture,enteric fermentation,2020-01-01,2021-01-01
256202,Eswatini,SWZ,agriculture,managed soils,2020-01-01,2021-01-01
30265,Eswatini,SWZ,agriculture,manure management,2020-01-01,2021-01-01
560,Eswatini,SWZ,agriculture,rice cultivation,2020-01-01,2021-01-01
50900,Eswatini,SWZ,buildings,cooking,2020-01-01,2021-01-01
0,Eswatini,SWZ,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
86293,Eswatini,SWZ,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Eswatini,SWZ,extraction,bauxite mining,2020-01-01,2021-01-01
,Eswatini,SWZ,extraction,coal mining,2020-01-01,2021-01-01
0,Eswatini,SWZ,extraction,copper mining,2020-01-01,2021-01-01
0,Eswatini,SWZ,extraction,iron mining,2020-01-01,2021-01-01
473,Eswatini,SWZ,extraction,rock quarry,2020-01-01,2021-01-01
362,Eswatini,SWZ,extraction,sand quarry,2020-01-01,2021-01-01
,Eswatini,SWZ,manufacturing,aluminum,2020-01-01,2021-01-01
,Eswatini,SWZ,manufacturing,cement production,2020-01-01,2021-01-01
,Eswatini,SWZ,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Eswatini,SWZ,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Eswatini,SWZ,manufacturing,glass production,2020-01-01,2021-01-01
,Eswatini,SWZ,manufacturing,lime production,2020-01-01,2021-01-01
,Eswatini,SWZ,manufacturing,nitric acid production,2020-01-01,2021-01-01
878826,Eswatini,SWZ,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,Eswatini,SWZ,manufacturing,petrochemicals,2020-01-01,2021-01-01
0,Eswatini,SWZ,manufacturing,pulp paper,2020-01-01,2021-01-01
,Eswatini,SWZ,manufacturing,steel,2020-01-01,2021-01-01
0,Eswatini,SWZ,maritime,shipping,2020-01-01,2021-01-01
0,Eswatini,SWZ,oil and gas,oil and gas production,2020-01-01,2021-01-01
0,Eswatini,SWZ,oil and gas,oil refining,2020-01-01,2021-01-01
95838,Eswatini,SWZ,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
584000,Eswatini,SWZ,power,electricity generation,2020-01-01,2021-01-01
0,Eswatini,SWZ,power,other energy use,2020-01-01,2021-01-01
1127,Eswatini,SWZ,transport,aviation,2020-01-01,2021-01-01
0,Eswatini,SWZ,transport,other transportation,2020-01-01,2021-01-01
2484,Eswatini,SWZ,transport,railways,2020-01-01,2021-01-01
405038,Eswatini,SWZ,transport,roads,2020-01-01,2021-01-01
0,Eswatini,SWZ,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
93,Eswatini,SWZ,waste,open burning waste,2020-01-01,2021-01-01
38360,Eswatini,SWZ,waste,solid waste disposal,2020-01-01,2021-01-01
245000,Eswatini,SWZ,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
52,Sint Maarten (Dutch part),SXM,agriculture,cropland fires,2020-01-01,2021-01-01
,Sint Maarten (Dutch part),SXM,agriculture,enteric fermentation,2020-01-01,2021-01-01
,Sint Maarten (Dutch part),SXM,agriculture,managed soils,2020-01-01,2021-01-01
,Sint Maarten (Dutch part),SXM,agriculture,manure management,2020-01-01,2021-01-01
0,Sint Maarten (Dutch part),SXM,agriculture,rice cultivation,2020-01-01,2021-01-01
0,Sint Maarten (Dutch part),SXM,buildings,cooking,2020-01-01,2021-01-01
0,Sint Maarten (Dutch part),SXM,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
0,Sint Maarten (Dutch part),SXM,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Sint Maarten (Dutch part),SXM,extraction,bauxite mining,2020-01-01,2021-01-01
,Sint Maarten (Dutch part),SXM,extraction,coal mining,2020-01-01,2021-01-01
0,Sint Maarten (Dutch part),SXM,extraction,copper mining,2020-01-01,2021-01-01
0,Sint Maarten (Dutch part),SXM,extraction,iron mining,2020-01-01,2021-01-01
0,Sint Maarten (Dutch part),SXM,extraction,rock quarry,2020-01-01,2021-01-01
0,Sint Maarten (Dutch part),SXM,extraction,sand quarry,2020-01-01,2021-01-01
,Sint Maarten (Dutch part),SXM,manufacturing,aluminum,2020-01-01,2021-01-01
,Sint Maarten (Dutch part),SXM,manufacturing,cement production,2020-01-01,2021-01-01
,Sint Maarten (Dutch part),SXM,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Sint Maarten (Dutch part),SXM,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Sint Maarten (Dutch part),SXM,manufacturing,glass production,2020-01-01,2021-01-01
,Sint Maarten (Dutch part),SXM,manufacturing,lime production,2020-01-01,2021-01-01
,Sint Maarten (Dutch part),SXM,manufacturing,nitric acid production,2020-01-01,2021-01-01
0,Sint Maarten (Dutch part),SXM,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,Sint Maarten (Dutch part),SXM,manufacturing,petrochemicals,2020-01-01,2021-01-01
0,Sint Maarten (Dutch part),SXM,manufacturing,pulp paper,2020-01-01,2021-01-01
,Sint Maarten (Dutch part),SXM,manufacturing,steel,2020-01-01,2021-01-01
0,Sint Maarten (Dutch part),SXM,maritime,shipping,2020-01-01,2021-01-01
0,Sint Maarten (Dutch part),SXM,oil and gas,oil and gas production,2020-01-01,2021-01-01
0,Sint Maarten (Dutch part),SXM,oil and gas,oil refining,2020-01-01,2021-01-01
0,Sint Maarten (Dutch part),SXM,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
296000,Sint Maarten (Dutch part),SXM,power,electricity generation,2020-01-01,2021-01-01
0,Sint Maarten (Dutch part),SXM,power,other energy use,2020-01-01,2021-01-01
111002,Sint Maarten (Dutch part),SXM,transport,aviation,2020-01-01,2021-01-01
0,Sint Maarten (Dutch part),SXM,transport,other transportation,2020-01-01,2021-01-01
0,Sint Maarten (Dutch part),SXM,transport,railways,2020-01-01,2021-01-01
,Sint Maarten (Dutch part),SXM,transport,roads,2020-01-01,2021-01-01
0,Sint Maarten (Dutch part),SXM,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
0,Sint Maarten (Dutch part),SXM,waste,open burning waste,2020-01-01,2021-01-01
0,Sint Maarten (Dutch part),SXM,waste,solid waste disposal,2020-01-01,2021-01-01
0,Sint Maarten (Dutch part),SXM,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
,Seychelles,SYC,agriculture,cropland fires,2020-01-01,2021-01-01
1168,Seychelles,SYC,agriculture,enteric fermentation,2020-01-01,2021-01-01
1192,Seychelles,SYC,agriculture,managed soils,2020-01-01,2021-01-01
750,Seychelles,SYC,agriculture,manure management,2020-01-01,2021-01-01
0,Seychelles,SYC,agriculture,rice cultivation,2020-01-01,2021-01-01
50600,Seychelles,SYC,buildings,cooking,2020-01-01,2021-01-01
0,Seychelles,SYC,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
91987,Seychelles,SYC,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Seychelles,SYC,extraction,bauxite mining,2020-01-01,2021-01-01
,Seychelles,SYC,extraction,coal mining,2020-01-01,2021-01-01
0,Seychelles,SYC,extraction,copper mining,2020-01-01,2021-01-01
0,Seychelles,SYC,extraction,iron mining,2020-01-01,2021-01-01
371,Seychelles,SYC,extraction,rock quarry,2020-01-01,2021-01-01
0,Seychelles,SYC,extraction,sand quarry,2020-01-01,2021-01-01
,Seychelles,SYC,manufacturing,aluminum,2020-01-01,2021-01-01
,Seychelles,SYC,manufacturing,cement production,2020-01-01,2021-01-01
,Seychelles,SYC,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Seychelles,SYC,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Seychelles,SYC,manufacturing,glass production,2020-01-01,2021-01-01
,Seychelles,SYC,manufacturing,lime production,2020-01-01,2021-01-01
,Seychelles,SYC,manufacturing,nitric acid production,2020-01-01,2021-01-01
214880,Seychelles,SYC,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,Seychelles,SYC,manufacturing,petrochemicals,2020-01-01,2021-01-01
0,Seychelles,SYC,manufacturing,pulp paper,2020-01-01,2021-01-01
,Seychelles,SYC,manufacturing,steel,2020-01-01,2021-01-01
152903,Seychelles,SYC,maritime,shipping,2020-01-01,2021-01-01
0,Seychelles,SYC,oil and gas,oil and gas production,2020-01-01,2021-01-01
0,Seychelles,SYC,oil and gas,oil refining,2020-01-01,2021-01-01
0,Seychelles,SYC,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
376000,Seychelles,SYC,power,electricity generation,2020-01-01,2021-01-01
0,Seychelles,SYC,power,other energy use,2020-01-01,2021-01-01
96261,Seychelles,SYC,transport,aviation,2020-01-01,2021-01-01
0,Seychelles,SYC,transport,other transportation,2020-01-01,2021-01-01
3636,Seychelles,SYC,transport,railways,2020-01-01,2021-01-01
592128,Seychelles,SYC,transport,roads,2020-01-01,2021-01-01
0,Seychelles,SYC,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
0,Seychelles,SYC,waste,open burning waste,2020-01-01,2021-01-01
51520,Seychelles,SYC,waste,solid waste disposal,2020-01-01,2021-01-01
12964,Seychelles,SYC,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
2210192,Syrian Arab Republic,SYR,agriculture,cropland fires,2020-01-01,2021-01-01
3249081,Syrian Arab Republic,SYR,agriculture,enteric fermentation,2020-01-01,2021-01-01
1678960,Syrian Arab Republic,SYR,agriculture,managed soils,2020-01-01,2021-01-01
131431,Syrian Arab Republic,SYR,agriculture,manure management,2020-01-01,2021-01-01
0,Syrian Arab Republic,SYR,agriculture,rice cultivation,2020-01-01,2021-01-01
312000,Syrian Arab Republic,SYR,buildings,cooking,2020-01-01,2021-01-01
0,Syrian Arab Republic,SYR,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
2707876,Syrian Arab Republic,SYR,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Syrian Arab Republic,SYR,extraction,bauxite mining,2020-01-01,2021-01-01
,Syrian Arab Republic,SYR,extraction,coal mining,2020-01-01,2021-01-01
0,Syrian Arab Republic,SYR,extraction,copper mining,2020-01-01,2021-01-01
0,Syrian Arab Republic,SYR,extraction,iron mining,2020-01-01,2021-01-01
2061,Syrian Arab Republic,SYR,extraction,rock quarry,2020-01-01,2021-01-01
145,Syrian Arab Republic,SYR,extraction,sand quarry,2020-01-01,2021-01-01
,Syrian Arab Republic,SYR,manufacturing,aluminum,2020-01-01,2021-01-01
,Syrian Arab Republic,SYR,manufacturing,cement production,2020-01-01,2021-01-01
,Syrian Arab Republic,SYR,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Syrian Arab Republic,SYR,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Syrian Arab Republic,SYR,manufacturing,glass production,2020-01-01,2021-01-01
,Syrian Arab Republic,SYR,manufacturing,lime production,2020-01-01,2021-01-01
,Syrian Arab Republic,SYR,manufacturing,nitric acid production,2020-01-01,2021-01-01
3931108,Syrian Arab Republic,SYR,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,Syrian Arab Republic,SYR,manufacturing,petrochemicals,2020-01-01,2021-01-01
33791,Syrian Arab Republic,SYR,manufacturing,pulp paper,2020-01-01,2021-01-01
,Syrian Arab Republic,SYR,manufacturing,steel,2020-01-01,2021-01-01
14840,Syrian Arab Republic,SYR,maritime,shipping,2020-01-01,2021-01-01
,Syrian Arab Republic,SYR,oil and gas,oil and gas production,2020-01-01,2021-01-01
2320094,Syrian Arab Republic,SYR,oil and gas,oil refining,2020-01-01,2021-01-01
5306,Syrian Arab Republic,SYR,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
11649000,Syrian Arab Republic,SYR,power,electricity generation,2020-01-01,2021-01-01
9520,Syrian Arab Republic,SYR,power,other energy use,2020-01-01,2021-01-01
40197,Syrian Arab Republic,SYR,transport,aviation,2020-01-01,2021-01-01
0,Syrian Arab Republic,SYR,transport,other transportation,2020-01-01,2021-01-01
0,Syrian Arab Republic,SYR,transport,railways,2020-01-01,2021-01-01
4689352,Syrian Arab Republic,SYR,transport,roads,2020-01-01,2021-01-01
0,Syrian Arab Republic,SYR,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
0,Syrian Arab Republic,SYR,waste,open burning waste,2020-01-01,2021-01-01
2279200,Syrian Arab Republic,SYR,waste,solid waste disposal,2020-01-01,2021-01-01
2237200,Syrian Arab Republic,SYR,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
35,Turks and Caicos Islands,TCA,agriculture,cropland fires,2020-01-01,2021-01-01
,Turks and Caicos Islands,TCA,agriculture,enteric fermentation,2020-01-01,2021-01-01
,Turks and Caicos Islands,TCA,agriculture,managed soils,2020-01-01,2021-01-01
,Turks and Caicos Islands,TCA,agriculture,manure management,2020-01-01,2021-01-01
0,Turks and Caicos Islands,TCA,agriculture,rice cultivation,2020-01-01,2021-01-01
3430,Turks and Caicos Islands,TCA,buildings,cooking,2020-01-01,2021-01-01
0,Turks and Caicos Islands,TCA,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
33601,Turks and Caicos Islands,TCA,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Turks and Caicos Islands,TCA,extraction,bauxite mining,2020-01-01,2021-01-01
,Turks and Caicos Islands,TCA,extraction,coal mining,2020-01-01,2021-01-01
0,Turks and Caicos Islands,TCA,extraction,copper mining,2020-01-01,2021-01-01
0,Turks and Caicos Islands,TCA,extraction,iron mining,2020-01-01,2021-01-01
0,Turks and Caicos Islands,TCA,extraction,rock quarry,2020-01-01,2021-01-01
0,Turks and Caicos Islands,TCA,extraction,sand quarry,2020-01-01,2021-01-01
,Turks and Caicos Islands,TCA,manufacturing,aluminum,2020-01-01,2021-01-01
,Turks and Caicos Islands,TCA,manufacturing,cement production,2020-01-01,2021-01-01
,Turks and Caicos Islands,TCA,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Turks and Caicos Islands,TCA,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Turks and Caicos Islands,TCA,manufacturing,glass production,2020-01-01,2021-01-01
,Turks and Caicos Islands,TCA,manufacturing,lime production,2020-01-01,2021-01-01
,Turks and Caicos Islands,TCA,manufacturing,nitric acid production,2020-01-01,2021-01-01
15362,Turks and Caicos Islands,TCA,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,Turks and Caicos Islands,TCA,manufacturing,petrochemicals,2020-01-01,2021-01-01
0,Turks and Caicos Islands,TCA,manufacturing,pulp paper,2020-01-01,2021-01-01
,Turks and Caicos Islands,TCA,manufacturing,steel,2020-01-01,2021-01-01
0,Turks and Caicos Islands,TCA,maritime,shipping,2020-01-01,2021-01-01
0,Turks and Caicos Islands,TCA,oil and gas,oil and gas production,2020-01-01,2021-01-01
0,Turks and Caicos Islands,TCA,oil and gas,oil refining,2020-01-01,2021-01-01
40,Turks and Caicos Islands,TCA,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
172000,Turks and Caicos Islands,TCA,power,electricity generation,2020-01-01,2021-01-01
0,Turks and Caicos Islands,TCA,power,other energy use,2020-01-01,2021-01-01
59109,Turks and Caicos Islands,TCA,transport,aviation,2020-01-01,2021-01-01
4906,Turks and Caicos Islands,TCA,transport,other transportation,2020-01-01,2021-01-01
0,Turks and Caicos Islands,TCA,transport,railways,2020-01-01,2021-01-01
82156,Turks and Caicos Islands,TCA,transport,roads,2020-01-01,2021-01-01
0,Turks and Caicos Islands,TCA,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
0,Turks and Caicos Islands,TCA,waste,open burning waste,2020-01-01,2021-01-01
4816,Turks and Caicos Islands,TCA,waste,solid waste disposal,2020-01-01,2021-01-01
5964,Turks and Caicos Islands,TCA,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
1879495,Chad,TCD,agriculture,cropland fires,2020-01-01,2021-01-01
49829539,Chad,TCD,agriculture,enteric fermentation,2020-01-01,2021-01-01
16278738,Chad,TCD,agriculture,managed soils,2020-01-01,2021-01-01
2285905,Chad,TCD,agriculture,manure management,2020-01-01,2021-01-01
376936,Chad,TCD,agriculture,rice cultivation,2020-01-01,2021-01-01
14200,Chad,TCD,buildings,cooking,2020-01-01,2021-01-01
0,Chad,TCD,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
868527,Chad,TCD,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
