Tonnes Co2e,country_full,country,sector,subsector,start,end
0,Bolivia (Plurinational State of),BOL,manufacturing,pulp paper,2020-01-01,2021-01-01
,Bolivia (Plurinational State of),BOL,manufacturing,steel,2020-01-01,2021-01-01
22592,Bolivia (Plurinational State of),BOL,maritime,shipping,2020-01-01,2021-01-01
5244880,Bolivia (Plurinational State of),BOL,oil and gas,oil and gas production,2020-01-01,2021-01-01
294928,Bolivia (Plurinational State of),BOL,oil and gas,oil refining,2020-01-01,2021-01-01
8904,Bolivia (Plurinational State of),BOL,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
3931000,Bolivia (Plurinational State of),BOL,power,electricity generation,2020-01-01,2021-01-01
243264,Bolivia (Plurinational State of),BOL,power,other energy use,2020-01-01,2021-01-01
467692,Bolivia (Plurinational State of),BOL,transport,aviation,2020-01-01,2021-01-01
0,Bolivia (Plurinational State of),BOL,transport,other transportation,2020-01-01,2021-01-01
0,Bolivia (Plurinational State of),BOL,transport,railways,2020-01-01,2021-01-01
8586520,Bolivia (Plurinational State of),BOL,transport,roads,2020-01-01,2021-01-01
0,Bolivia (Plurinational State of),BOL,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
565170,Bolivia (Plurinational State of),BOL,waste,open burning waste,2020-01-01,2021-01-01
299600,Bolivia (Plurinational State of),BOL,waste,solid waste disposal,2020-01-01,2021-01-01
1696800,Bolivia (Plurinational State of),BOL,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
19616956,Brazil,BRA,agriculture,cropland fires,2020-01-01,2021-01-01
355082638,Brazil,BRA,agriculture,enteric fermentation,2020-01-01,2021-01-01
123073016,Brazil,BRA,agriculture,managed soils,2020-01-01,2021-01-01
12716014,Brazil,BRA,agriculture,manure management,2020-01-01,2021-01-01
13728048,Brazil,BRA,agriculture,rice cultivation,2020-01-01,2021-01-01
0,Brazil,BRA,buildings,cooking,2020-01-01,2021-01-01
0,Brazil,BRA,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
36669240,Brazil,BRA,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
227434,Brazil,BRA,extraction,bauxite mining,2020-01-01,2021-01-01
,Brazil,BRA,extraction,coal mining,2020-01-01,2021-01-01
475450,Brazil,BRA,extraction,copper mining,2020-01-01,2021-01-01
2998800,Brazil,BRA,extraction,iron mining,2020-01-01,2021-01-01
339599,Brazil,BRA,extraction,rock quarry,2020-01-01,2021-01-01
119767,Brazil,BRA,extraction,sand quarry,2020-01-01,2021-01-01
1692065,Brazil,BRA,manufacturing,aluminum,2020-01-01,2021-01-01
20140881,Brazil,BRA,manufacturing,cement production,2020-01-01,2021-01-01
,Brazil,BRA,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Brazil,BRA,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Brazil,BRA,manufacturing,glass production,2020-01-01,2021-01-01
,Brazil,BRA,manufacturing,lime production,2020-01-01,2021-01-01
,Brazil,BRA,manufacturing,nitric acid production,2020-01-01,2021-01-01
41560136,Brazil,BRA,manufacturing,other manufacturing,2020-01-01,2021-01-01
2308327,Brazil,BRA,manufacturing,petrochemicals,2020-01-01,2021-01-01
10405080,Brazil,BRA,manufacturing,pulp paper,2020-01-01,2021-01-01
44334571,Brazil,BRA,manufacturing,steel,2020-01-01,2021-01-01
1546028,Brazil,BRA,maritime,shipping,2020-01-01,2021-01-01
44140032,Brazil,BRA,oil and gas,oil and gas production,2020-01-01,2021-01-01
40127552,Brazil,BRA,oil and gas,oil refining,2020-01-01,2021-01-01
15416800,Brazil,BRA,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
93884000,Brazil,BRA,power,electricity generation,2020-01-01,2021-01-01
,Brazil,BRA,power,other energy use,2020-01-01,2021-01-01
9374532,Brazil,BRA,transport,aviation,2020-01-01,2021-01-01
1510753,Brazil,BRA,transport,other transportation,2020-01-01,2021-01-01
3004704,Brazil,BRA,transport,railways,2020-01-01,2021-01-01
174944160,Brazil,BRA,transport,roads,2020-01-01,2021-01-01
0,Brazil,BRA,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
5160000,Brazil,BRA,waste,open burning waste,2020-01-01,2021-01-01
59360000,Brazil,BRA,waste,solid waste disposal,2020-01-01,2021-01-01
96600000,Brazil,BRA,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
2408,Barbados,BRB,agriculture,cropland fires,2020-01-01,2021-01-01
24038,Barbados,BRB,agriculture,enteric fermentation,2020-01-01,2021-01-01
19000,Barbados,BRB,agriculture,managed soils,2020-01-01,2021-01-01
8335,Barbados,BRB,agriculture,manure management,2020-01-01,2021-01-01
0,Barbados,BRB,agriculture,rice cultivation,2020-01-01,2021-01-01
18300,Barbados,BRB,buildings,cooking,2020-01-01,2021-01-01
0,Barbados,BRB,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
179533,Barbados,BRB,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Barbados,BRB,extraction,bauxite mining,2020-01-01,2021-01-01
,Barbados,BRB,extraction,coal mining,2020-01-01,2021-01-01
0,Barbados,BRB,extraction,copper mining,2020-01-01,2021-01-01
0,Barbados,BRB,extraction,iron mining,2020-01-01,2021-01-01
1906,Barbados,BRB,extraction,rock quarry,2020-01-01,2021-01-01
145,Barbados,BRB,extraction,sand quarry,2020-01-01,2021-01-01
,Barbados,BRB,manufacturing,aluminum,2020-01-01,2021-01-01
,Barbados,BRB,manufacturing,cement production,2020-01-01,2021-01-01
,Barbados,BRB,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Barbados,BRB,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Barbados,BRB,manufacturing,glass production,2020-01-01,2021-01-01
,Barbados,BRB,manufacturing,lime production,2020-01-01,2021-01-01
,Barbados,BRB,manufacturing,nitric acid production,2020-01-01,2021-01-01
151754,Barbados,BRB,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,Barbados,BRB,manufacturing,petrochemicals,2020-01-01,2021-01-01
0,Barbados,BRB,manufacturing,pulp paper,2020-01-01,2021-01-01
,Barbados,BRB,manufacturing,steel,2020-01-01,2021-01-01
1652890,Barbados,BRB,maritime,shipping,2020-01-01,2021-01-01
0,Barbados,BRB,oil and gas,oil and gas production,2020-01-01,2021-01-01
0,Barbados,BRB,oil and gas,oil refining,2020-01-01,2021-01-01
77,Barbados,BRB,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
828000,Barbados,BRB,power,electricity generation,2020-01-01,2021-01-01
0,Barbados,BRB,power,other energy use,2020-01-01,2021-01-01
207758,Barbados,BRB,transport,aviation,2020-01-01,2021-01-01
26230,Barbados,BRB,transport,other transportation,2020-01-01,2021-01-01
0,Barbados,BRB,transport,railways,2020-01-01,2021-01-01
438316,Barbados,BRB,transport,roads,2020-01-01,2021-01-01
0,Barbados,BRB,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
0,Barbados,BRB,waste,open burning waste,2020-01-01,2021-01-01
103880,Barbados,BRB,waste,solid waste disposal,2020-01-01,2021-01-01
46760,Barbados,BRB,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
1772,Brunei Darussalam,BRN,agriculture,cropland fires,2020-01-01,2021-01-01
5897,Brunei Darussalam,BRN,agriculture,enteric fermentation,2020-01-01,2021-01-01
399964,Brunei Darussalam,BRN,agriculture,managed soils,2020-01-01,2021-01-01
18103,Brunei Darussalam,BRN,agriculture,manure management,2020-01-01,2021-01-01
3752,Brunei Darussalam,BRN,agriculture,rice cultivation,2020-01-01,2021-01-01
78800,Brunei Darussalam,BRN,buildings,cooking,2020-01-01,2021-01-01
0,Brunei Darussalam,BRN,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
96521,Brunei Darussalam,BRN,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Brunei Darussalam,BRN,extraction,bauxite mining,2020-01-01,2021-01-01
,Brunei Darussalam,BRN,extraction,coal mining,2020-01-01,2021-01-01
0,Brunei Darussalam,BRN,extraction,copper mining,2020-01-01,2021-01-01
0,Brunei Darussalam,BRN,extraction,iron mining,2020-01-01,2021-01-01
766,Brunei Darussalam,BRN,extraction,rock quarry,2020-01-01,2021-01-01
0,Brunei Darussalam,BRN,extraction,sand quarry,2020-01-01,2021-01-01
,Brunei Darussalam,BRN,manufacturing,aluminum,2020-01-01,2021-01-01
,Brunei Darussalam,BRN,manufacturing,cement production,2020-01-01,2021-01-01
,Brunei Darussalam,BRN,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Brunei Darussalam,BRN,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Brunei Darussalam,BRN,manufacturing,glass production,2020-01-01,2021-01-01
,Brunei Darussalam,BRN,manufacturing,lime production,2020-01-01,2021-01-01
,Brunei Darussalam,BRN,manufacturing,nitric acid production,2020-01-01,2021-01-01
9274,Brunei Darussalam,BRN,manufacturing,other manufacturing,2020-01-01,2021-01-01
539618,Brunei Darussalam,BRN,manufacturing,petrochemicals,2020-01-01,2021-01-01
0,Brunei Darussalam,BRN,manufacturing,pulp paper,2020-01-01,2021-01-01
,Brunei Darussalam,BRN,manufacturing,steel,2020-01-01,2021-01-01
440913,Brunei Darussalam,BRN,maritime,shipping,2020-01-01,2021-01-01
0,Brunei Darussalam,BRN,oil and gas,oil and gas production,2020-01-01,2021-01-01
1187281,Brunei Darussalam,BRN,oil and gas,oil refining,2020-01-01,2021-01-01
0,Brunei Darussalam,BRN,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
2414000,Brunei Darussalam,BRN,power,electricity generation,2020-01-01,2021-01-01
421684,Brunei Darussalam,BRN,power,other energy use,2020-01-01,2021-01-01
104123,Brunei Darussalam,BRN,transport,aviation,2020-01-01,2021-01-01
0,Brunei Darussalam,BRN,transport,other transportation,2020-01-01,2021-01-01
0,Brunei Darussalam,BRN,transport,railways,2020-01-01,2021-01-01
1355348,Brunei Darussalam,BRN,transport,roads,2020-01-01,2021-01-01
0,Brunei Darussalam,BRN,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
6918,Brunei Darussalam,BRN,waste,open burning waste,2020-01-01,2021-01-01
72520,Brunei Darussalam,BRN,waste,solid waste disposal,2020-01-01,2021-01-01
67480,Brunei Darussalam,BRN,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
483,Bhutan,BTN,agriculture,cropland fires,2020-01-01,2021-01-01
372260,Bhutan,BTN,agriculture,enteric fermentation,2020-01-01,2021-01-01
68078,Bhutan,BTN,agriculture,managed soils,2020-01-01,2021-01-01
33839,Bhutan,BTN,agriculture,manure management,2020-01-01,2021-01-01
39508,Bhutan,BTN,agriculture,rice cultivation,2020-01-01,2021-01-01
16400,Bhutan,BTN,buildings,cooking,2020-01-01,2021-01-01
0,Bhutan,BTN,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
356496,Bhutan,BTN,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Bhutan,BTN,extraction,bauxite mining,2020-01-01,2021-01-01
,Bhutan,BTN,extraction,coal mining,2020-01-01,2021-01-01
0,Bhutan,BTN,extraction,copper mining,2020-01-01,2021-01-01
358,Bhutan,BTN,extraction,iron mining,2020-01-01,2021-01-01
9072,Bhutan,BTN,extraction,rock quarry,2020-01-01,2021-01-01
0,Bhutan,BTN,extraction,sand quarry,2020-01-01,2021-01-01
,Bhutan,BTN,manufacturing,aluminum,2020-01-01,2021-01-01
,Bhutan,BTN,manufacturing,cement production,2020-01-01,2021-01-01
,Bhutan,BTN,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Bhutan,BTN,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Bhutan,BTN,manufacturing,glass production,2020-01-01,2021-01-01
,Bhutan,BTN,manufacturing,lime production,2020-01-01,2021-01-01
,Bhutan,BTN,manufacturing,nitric acid production,2020-01-01,2021-01-01
780280,Bhutan,BTN,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,Bhutan,BTN,manufacturing,petrochemicals,2020-01-01,2021-01-01
0,Bhutan,BTN,manufacturing,pulp paper,2020-01-01,2021-01-01
41249,Bhutan,BTN,manufacturing,steel,2020-01-01,2021-01-01
0,Bhutan,BTN,maritime,shipping,2020-01-01,2021-01-01
0,Bhutan,BTN,oil and gas,oil and gas production,2020-01-01,2021-01-01
0,Bhutan,BTN,oil and gas,oil refining,2020-01-01,2021-01-01
21502,Bhutan,BTN,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
0,Bhutan,BTN,power,electricity generation,2020-01-01,2021-01-01
163114,Bhutan,BTN,power,other energy use,2020-01-01,2021-01-01
16209,Bhutan,BTN,transport,aviation,2020-01-01,2021-01-01
8860,Bhutan,BTN,transport,other transportation,2020-01-01,2021-01-01
0,Bhutan,BTN,transport,railways,2020-01-01,2021-01-01
166705,Bhutan,BTN,transport,roads,2020-01-01,2021-01-01
0,Bhutan,BTN,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
127120,Bhutan,BTN,waste,open burning waste,2020-01-01,2021-01-01
103320,Bhutan,BTN,waste,solid waste disposal,2020-01-01,2021-01-01
94640,Bhutan,BTN,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
,Bouvet Island,BVT,agriculture,cropland fires,2020-01-01,2021-01-01
,Bouvet Island,BVT,agriculture,enteric fermentation,2020-01-01,2021-01-01
,Bouvet Island,BVT,agriculture,managed soils,2020-01-01,2021-01-01
,Bouvet Island,BVT,agriculture,manure management,2020-01-01,2021-01-01
0,Bouvet Island,BVT,agriculture,rice cultivation,2020-01-01,2021-01-01
0,Bouvet Island,BVT,buildings,cooking,2020-01-01,2021-01-01
0,Bouvet Island,BVT,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
0,Bouvet Island,BVT,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Bouvet Island,BVT,extraction,bauxite mining,2020-01-01,2021-01-01
,Bouvet Island,BVT,extraction,coal mining,2020-01-01,2021-01-01
0,Bouvet Island,BVT,extraction,copper mining,2020-01-01,2021-01-01
0,Bouvet Island,BVT,extraction,iron mining,2020-01-01,2021-01-01
0,Bouvet Island,BVT,extraction,rock quarry,2020-01-01,2021-01-01
0,Bouvet Island,BVT,extraction,sand quarry,2020-01-01,2021-01-01
,Bouvet Island,BVT,manufacturing,aluminum,2020-01-01,2021-01-01
,Bouvet Island,BVT,manufacturing,cement production,2020-01-01,2021-01-01
,Bouvet Island,BVT,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Bouvet Island,BVT,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Bouvet Island,BVT,manufacturing,glass production,2020-01-01,2021-01-01
,Bouvet Island,BVT,manufacturing,lime production,2020-01-01,2021-01-01
,Bouvet Island,BVT,manufacturing,nitric acid production,2020-01-01,2021-01-01
0,Bouvet Island,BVT,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,Bouvet Island,BVT,manufacturing,petrochemicals,2020-01-01,2021-01-01
0,Bouvet Island,BVT,manufacturing,pulp paper,2020-01-01,2021-01-01
,Bouvet Island,BVT,manufacturing,steel,2020-01-01,2021-01-01
0,Bouvet Island,BVT,maritime,shipping,2020-01-01,2021-01-01
0,Bouvet Island,BVT,oil and gas,oil and gas production,2020-01-01,2021-01-01
0,Bouvet Island,BVT,oil and gas,oil refining,2020-01-01,2021-01-01
0,Bouvet Island,BVT,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
,Bouvet Island,BVT,power,electricity generation,2020-01-01,2021-01-01
0,Bouvet Island,BVT,power,other energy use,2020-01-01,2021-01-01
,Bouvet Island,BVT,transport,aviation,2020-01-01,2021-01-01
0,Bouvet Island,BVT,transport,other transportation,2020-01-01,2021-01-01
0,Bouvet Island,BVT,transport,railways,2020-01-01,2021-01-01
,Bouvet Island,BVT,transport,roads,2020-01-01,2021-01-01
0,Bouvet Island,BVT,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
0,Bouvet Island,BVT,waste,open burning waste,2020-01-01,2021-01-01
0,Bouvet Island,BVT,waste,solid waste disposal,2020-01-01,2021-01-01
0,Bouvet Island,BVT,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
13673,Botswana,BWA,agriculture,cropland fires,2020-01-01,2021-01-01
1294107,Botswana,BWA,agriculture,enteric fermentation,2020-01-01,2021-01-01
1472804,Botswana,BWA,agriculture,managed soils,2020-01-01,2021-01-01
48985,Botswana,BWA,agriculture,manure management,2020-01-01,2021-01-01
0,Botswana,BWA,agriculture,rice cultivation,2020-01-01,2021-01-01
4570,Botswana,BWA,buildings,cooking,2020-01-01,2021-01-01
0,Botswana,BWA,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
350441,Botswana,BWA,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Botswana,BWA,extraction,bauxite mining,2020-01-01,2021-01-01
,Botswana,BWA,extraction,coal mining,2020-01-01,2021-01-01
27673,Botswana,BWA,extraction,copper mining,2020-01-01,2021-01-01
0,Botswana,BWA,extraction,iron mining,2020-01-01,2021-01-01
1917,Botswana,BWA,extraction,rock quarry,2020-01-01,2021-01-01
0,Botswana,BWA,extraction,sand quarry,2020-01-01,2021-01-01
,Botswana,BWA,manufacturing,aluminum,2020-01-01,2021-01-01
,Botswana,BWA,manufacturing,cement production,2020-01-01,2021-01-01
,Botswana,BWA,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Botswana,BWA,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Botswana,BWA,manufacturing,glass production,2020-01-01,2021-01-01
,Botswana,BWA,manufacturing,lime production,2020-01-01,2021-01-01
,Botswana,BWA,manufacturing,nitric acid production,2020-01-01,2021-01-01
669552,Botswana,BWA,manufacturing,other manufacturing,2020-01-01,2021-01-01
187500,Botswana,BWA,manufacturing,petrochemicals,2020-01-01,2021-01-01
0,Botswana,BWA,manufacturing,pulp paper,2020-01-01,2021-01-01
13292,Botswana,BWA,manufacturing,steel,2020-01-01,2021-01-01
0,Botswana,BWA,maritime,shipping,2020-01-01,2021-01-01
0,Botswana,BWA,oil and gas,oil and gas production,2020-01-01,2021-01-01
0,Botswana,BWA,oil and gas,oil refining,2020-01-01,2021-01-01
849700,Botswana,BWA,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
4040000,Botswana,BWA,power,electricity generation,2020-01-01,2021-01-01
450935,Botswana,BWA,power,other energy use,2020-01-01,2021-01-01
19403,Botswana,BWA,transport,aviation,2020-01-01,2021-01-01
0,Botswana,BWA,transport,other transportation,2020-01-01,2021-01-01
36257,Botswana,BWA,transport,railways,2020-01-01,2021-01-01
2624392,Botswana,BWA,transport,roads,2020-01-01,2021-01-01
0,Botswana,BWA,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
0,Botswana,BWA,waste,open burning waste,2020-01-01,2021-01-01
308000,Botswana,BWA,waste,solid waste disposal,2020-01-01,2021-01-01
308000,Botswana,BWA,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
715635,Central African Republic,CAF,agriculture,cropland fires,2020-01-01,2021-01-01
5370506,Central African Republic,CAF,agriculture,enteric fermentation,2020-01-01,2021-01-01
2223462,Central African Republic,CAF,agriculture,managed soils,2020-01-01,2021-01-01
359449,Central African Republic,CAF,agriculture,manure management,2020-01-01,2021-01-01
11340,Central African Republic,CAF,agriculture,rice cultivation,2020-01-01,2021-01-01
17300,Central African Republic,CAF,buildings,cooking,2020-01-01,2021-01-01
0,Central African Republic,CAF,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
245454,Central African Republic,CAF,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Central African Republic,CAF,extraction,bauxite mining,2020-01-01,2021-01-01
,Central African Republic,CAF,extraction,coal mining,2020-01-01,2021-01-01
0,Central African Republic,CAF,extraction,copper mining,2020-01-01,2021-01-01
0,Central African Republic,CAF,extraction,iron mining,2020-01-01,2021-01-01
77,Central African Republic,CAF,extraction,rock quarry,2020-01-01,2021-01-01
44,Central African Republic,CAF,extraction,sand quarry,2020-01-01,2021-01-01
,Central African Republic,CAF,manufacturing,aluminum,2020-01-01,2021-01-01
,Central African Republic,CAF,manufacturing,cement production,2020-01-01,2021-01-01
,Central African Republic,CAF,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Central African Republic,CAF,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
